4.773252534196551489e-01,4.679872032738253140e-01,4.868867410544788776e-01,5.718678104624490555e-01,6.815839942253452133e-01,7.411486458426199686e-01,5.479525385320399566e-01,6.435710884744444416e-01,6.503455325815509225e-01
3.568944906629246683e-01,4.787862039977792694e-01,4.536653998988857683e-01,5.682440539720284844e-01,7.764342602054818965e-01,4.942849799407175171e-01,5.847576306013270164e-01,6.506471171065522086e-01,7.309623593954663878e-01
4.906557951987844945e-01,4.389959197176293015e-01,3.981631329962902477e-01,4.269846580306104200e-01,4.664129293404178922e-01,5.047624500910494749e-01,4.337870677022998001e-01,4.235339790311590802e-01,4.791098650174837603e-01
5.436717367090524444e-01,4.509626744948433963e-01,3.855334601745212253e-01,3.890159404480473260e-01,3.139434278992409011e-01,4.140033669383202386e-01,4.997910164753062157e-01,4.403959909837532050e-01,4.289505767324439112e-01
6.623499583937493274e-01,4.787862039977792694e-01,3.981631329962902477e-01,4.495865967926236939e-01,3.973028444004536586e-01,3.833048870949656295e-01,4.816487577273959042e-01,3.268063625285143603e-01,3.484916223520836409e-01
3.236777579908884928e-01,3.994761117928642413e-01,4.381593893001959894e-01,3.821057823888366345e-01,4.664129293404178922e-01,5.476101714752847904e-01,6.212157901403957405e-01,6.772035760854371311e-01,6.091565381603580853e-01
2.270210907848682347e-01,5.883525617044342848e-01,5.691573089792486551e-01,5.533241957659841281e-01,5.814851978873973870e-01,3.833048870949656295e-01,6.250000000000001110e-01,6.171854269797329984e-01,5.256284742379244701e-01
3.568944906629246683e-01,5.448834128940015509e-01,4.273211182719613976e-01,4.441090915054312083e-01,4.981498673008910583e-01,5.246075961871492499e-01,5.328110820154005056e-01,4.913932836370085155e-01,4.715462065719211449e-01
4.773252534196551489e-01,8.475522922029277151e-01,7.212622190166282365e-01,5.789956841870445015e-01,4.930873433967631891e-01,4.348151087171843732e-01,1.308606640646043373e-01,2.016955223586532897e-01,2.810108246353494321e-01
1.463793031745123652e-01,4.942532128982111694e-01,5.440296783729443586e-01,5.894034668603341798e-01,5.853317620694545864e-01,5.730018018167575278e-01,7.152933717942815406e-01,7.314366929229420000e-01,6.823584341883576210e-01
5.028947813139504897e-01,8.029517927728744286e-01,9.347229920494287692e-01,9.184024347834087720e-01,8.876644261269953651e-01,1.000000000000000000e+00,1.000000000000000222e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.270210907848682347e-01,2.129834440204988466e-01,3.014076705074874574e-01,3.090543868103301506e-01,3.419455228329758567e-01,3.180679636779168984e-01,4.753187489183069991e-01,4.708624815996693691e-01,6.853333669800489858e-01
5.436717367090524444e-01,2.705047213343830803e-01,3.508944345022269040e-01,2.993081714831735130e-01,2.316451349542367755e-01,1.906557270561086703e-01,1.004880037351381095e-01,2.249365072922853703e-01,3.621962934428502034e-01
2.270210907848682347e-01,4.509626744948433963e-01,5.000555606509331508e-01,5.037278764247570262e-01,5.128541824528659587e-01,4.602084547617398824e-01,5.429959655506881866e-01,5.741081113416847126e-01,7.497876586534080179e-01
8.232859467232280792e-01,1.000000000000000000e+00,7.235285962934745463e-01,6.515969343215509690e-01,4.981498673008910583e-01,1.906557270561086703e-01,3.224310462383020992e-01,3.268063625285143603e-01,2.066994224967527161e-01
5.953176918078750823e-01,7.597337948778950523e-01,8.033154610752277769e-01,6.628003727641277321e-01,7.357131960414973193e-01,7.214822087273673468e-01,7.852158449049568834e-01,8.040248018103692829e-01,7.209760483586639124e-01
